"activity"	"subject"	"tbodyaccmeanx"	"tbodyaccmeany"	"tbodyaccmeanz"	"tbodyaccstdx"	"tbodyaccstdy"	"tbodyaccstdz"	"tgravityaccmeanx"	"tgravityaccmeany"	"tgravityaccmeanz"	"tgravityaccstdx"	"tgravityaccstdy"	"tgravityaccstdz"	"tbodyaccjerkmeanx"	"tbodyaccjerkmeany"	"tbodyaccjerkmeanz"	"tbodyaccjerkstdx"	"tbodyaccjerkstdy"	"tbodyaccjerkstdz"	"tbodygyromeanx"	"tbodygyromeany"	"tbodygyromeanz"	"tbodygyrostdx"	"tbodygyrostdy"	"tbodygyrostdz"	"tbodygyrojerkmeanx"	"tbodygyrojerkmeany"	"tbodygyrojerkmeanz"	"tbodygyrojerkstdx"	"tbodygyrojerkstdy"	"tbodygyrojerkstdz"	"tbodyaccmagmean"	"tbodyaccmagstd"	"tgravityaccmagmean"	"tgravityaccmagstd"	"tbodyaccjerkmagmean"	"tbodyaccjerkmagstd"	"tbodygyromagmean"	"tbodygyromagstd"	"tbodygyrojerkmagmean"	"tbodygyrojerkmagstd"	"fbodyaccmeanx"	"fbodyaccmeany"	"fbodyaccmeanz"	"fbodyaccstdx"	"fbodyaccstdy"	"fbodyaccstdz"	"fbodyaccmeanfreqx"	"fbodyaccmeanfreqy"	"fbodyaccmeanfreqz"	"fbodyaccjerkmeanx"	"fbodyaccjerkmeany"	"fbodyaccjerkmeanz"	"fbodyaccjerkstdx"	"fbodyaccjerkstdy"	"fbodyaccjerkstdz"	"fbodyaccjerkmeanfreqx"	"fbodyaccjerkmeanfreqy"	"fbodyaccjerkmeanfreqz"	"fbodygyromeanx"	"fbodygyromeany"	"fbodygyromeanz"	"fbodygyrostdx"	"fbodygyrostdy"	"fbodygyrostdz"	"fbodygyromeanfreqx"	"fbodygyromeanfreqy"	"fbodygyromeanfreqz"	"fbodyaccmagmean"	"fbodyaccmagstd"	"fbodyaccmagmeanfreq"	"fbodybodyaccjerkmagmean"	"fbodybodyaccjerkmagstd"	"fbodybodyaccjerkmagmeanfreq"	"fbodybodygyromagmean"	"fbodybodygyromagstd"	"fbodybodygyromagmeanfreq"	"fbodybodygyrojerkmagmean"	"fbodybodygyrojerkmagstd"	"fbodybodygyrojerkmagmeanfreq"	"angletbodyaccmean,gravity"	"angletbodyaccjerkmean,gravitymean"	"angletbodygyromean,gravitymean"	"angletbodygyrojerkmean,gravitymean"	"anglex,gravitymean"	"angley,gravitymean"	"anglez,gravitymean"
"40"	"WALKING"	"7"	0.275592961754386	-0.018653665345614	-0.110912234947368	-0.327243240701754	-0.0772618561052631	0.159631283261403	-0.338138098070175	-0.136694056370175	0.152464596122807	-0.129966299126316	-0.17166371704386	-0.259122443859649	0.338173967719298	0.0478144313157895	-3.32640982456149e-05	-0.0656789865794737	-0.767322305789474	-0.826470822982456	-0.390920700087719	-0.356251550350877	-0.445005360175439	0.036230388831	0.246535614494737	0.374220363070175	0.356818019473684	-0.377469424736842	0.291509623105263	-0.10918656454386	0.107585845110526	0.010826462287193	0.0252271753438597	0.315437494368421	-0.0880025495438597	-0.144636847512281	0.153214409792982	0.0690013737157895	-0.119213852733333	-0.28000988875614	-0.194985284831579	0.60206422877193	0.932566472280702	-0.159097003684211	-0.160846924029807	-0.979851271403509	-0.969404155087719	-0.952159770526316	-0.980253221754386	-0.970019424561404	-0.952851979649123	0.865467834561404	-0.173053147368421	-0.156876780921579	0.945493292631579	-0.13910035177193	-0.169969661697544	-0.224057155842105	0.819914679298246	-0.960245280877193	-0.891836681929825	-0.980859782105263	-0.972355755964912	-0.955655677368421	-0.740082655789474	-1	-0.810683567719298	-0.449712397894737	0.519731625964912	-0.586592671052632	0.650202417017544	0.0814803712736842	-0.040396423557193	-0.0758860420675439	0.218685986842105	-0.267589881324561	0.367032750350877	-0.46488334122807	0.558430386666667	0.00265998777894736	0.187488615824561	0.424212271754386	0.0901462649192983	0.0184322723280702	-0.0210398551649123	-0.346026226140351	-0.0547448948245614	-0.149488514397895
"41"	"WALKING_DOWNSTAIRS"	"7"	0.28030708	-0.0166332372978723	-0.096938308587234	0.0660815600978723	-0.138179072734043	-0.0636402447755319	-0.030378984706383	-0.201005456914894	-0.123569202297872	0.493768974042553	-0.104780240344681	-0.394879214893617	0.194125797021277	0.102738019067872	0.0373061574510638	0.0144566402914894	-0.415271593191489	-0.846720690212766	-0.580276838808511	-0.331440535857447	-0.453074631914894	-0.361101487914894	0.0435889022553191	0.270299866595745	0.423870614042553	-0.387286020978723	0.270446407851064	-0.069462917187234	0.145863641553191	-0.215666492595745	0.201075512744681	0.0268458566851064	0.0907105130361702	-0.253104388446808	0.302525472757447	-0.218433649595745	0.153707633276596	-0.484299131914894	-0.644684261702128	0.436971173617021	0.930623632765957	-0.12987167306383	-0.154935538544681	-0.964875962978723	-0.952678693617021	-0.92875646893617	-0.965327556595745	-0.953734037446809	-0.92974478	0.868761487446808	-0.140251180638298	-0.147330985846809	0.938052958510638	-0.116038134723404	-0.170869643	-0.309948004538298	0.814698020638298	-0.975200684468085	-0.90582681787234	-0.965318363191489	-0.957733068085106	-0.932529245106383	-0.61874329893617	-1	-0.773450187446808	-0.483101583617021	0.55486344893617	-0.624451458723404	0.691799481489362	-0.338812812319149	0.347183663787234	-0.401178413765957	0.472403752702128	-0.33770583512766	0.417181449553191	-0.496437138723404	0.572659846170213	0.162961594808511	-0.095465897187234	0.356845218595745	0.0968926184638298	-0.0191061075170213	-0.0160390392510638	0.0285033927287234	-0.296279674759574	-0.347107758021277
"42"	"WALKING_UPSTAIRS"	"7"	0.248706923078431	-0.0275639005607843	-0.143769688803922	-0.29487297445098	-0.32616002254902	-0.145665025639216	-0.337431570196078	-0.343619950980392	-0.135161677587059	-0.133246961235294	-0.225904319215686	-0.401076043137255	0.352567045294118	0.270099990980392	0.243413793764706	-0.197360748070588	-0.745101933921569	-0.908170591176471	-0.654999822745098	-0.437175622352941	-0.506619573137255	-0.15774777907451	0.153892162431373	0.159327413607843	0.203390014262745	-0.381237852392157	0.220348236354902	-0.0936458508254902	0.270867329901961	-0.302782844588235	0.25184649972549	0.0486836556098039	-0.0878685185294118	-0.424136816666667	0.252663085333333	-0.0478560509313726	0.0229221622686275	-0.235418611533333	-0.26949377045098	0.354356694254902	0.81874656	-0.240950944117647	-0.403599709607843	-0.932823053333333	-0.939774255490196	-0.881675909607843	-0.934087185490196	-0.940787238235294	-0.884797115490196	0.769157171176471	-0.243126981176471	-0.377845624098039	0.818592822941177	-0.226952792352941	-0.427226985882353	0.418484461176471	0.540788696862745	-0.896973318823529	-0.639308903333333	-0.938085137843137	-0.944526356470588	-0.894072091960784	-0.24304507345098	-1	-1	-0.646350877843137	0.707020109411765	-0.76740197745098	0.827524965490196	-0.428071833196078	0.415204497705882	-0.440141375294118	0.479935828392157	-0.649947781764706	0.695641921764706	-0.740937910392157	0.782652915882353	0.422349619843137	0.570946646980392	0.0579248396980392	0.0724649938509804	-0.000812387078431372	-7.4519666666666e-05	-0.415153115882353	-0.519897595686274	-0.60780843627451
"43"	"LAYING"	"8"	0.261254282907407	-0.0212281733881481	-0.102245365611111	-0.94304121537037	-0.93489116	-0.932491454407407	-0.945418939814815	-0.932243176962963	-0.931656537092593	-0.900998424814815	-0.548761677962963	-0.76084164112963	0.786238779798148	0.660596667037037	0.818371494814815	-0.932157940925926	-0.990396515740741	-0.994245625740741	-0.982990619444444	-0.948880273333333	-0.939802693333333	-0.933633410925926	-0.276846183777778	-0.502223796833333	-0.446514166398148	0.0231394103740741	-0.0255789778203704	-0.0251158268666667	0.0993081460555556	0.160634060474074	-0.135827487907407	0.176278386362963	0.0453934990927778	0.257557608828889	-0.131099271444444	0.139132470214815	-0.0505814293425926	0.396656416425926	-0.362212125790741	-0.415233477035185	-0.405930036111111	0.589922434814815	0.719831539259259	-0.918873192333333	-0.957990036481482	-0.94183626337037	-0.920075441666667	-0.958720392222222	-0.943700855574074	-0.44016196212963	0.561737332407407	0.715160026111111	-0.377902831666667	0.598553834444444	0.703172528703704	0.0250645707651852	-0.981002117407407	-0.155871297592593	0.134946887407407	-0.923598281111111	-0.961911036851852	-0.951623337222222	-0.648598478851852	-0.538368432259259	-0.588867989777778	-0.655712319259259	0.662750106851852	-0.669587565925926	0.676381431851852	-0.440071388951852	0.396130647545741	-0.388123499703704	0.396134240722222	-0.356129704037037	0.375131860024074	-0.394010323351852	0.410291748848148	0.54239404737037	-0.759515483333333	-0.832324902592593	0.0878326902592593	0.0233299159137037	-0.0169218791344444	-0.973253042222222	-0.976520952037037	-0.96608757462963
"44"	"SITTING"	"8"	0.267491472934783	-0.00672550621304348	-0.104461049130435	-0.979026152391304	-0.927331997021739	-0.939553030217391	-0.980517261304348	-0.923886269565217	-0.936819473478261	-0.927231110217391	-0.524332764217391	-0.780707372608696	0.825638443913044	0.677662485434783	0.827526888913043	-0.950751162608696	-0.998547484565217	-0.988768364130435	-0.989008791086956	-0.982610213695652	-0.932014871956522	-0.939213743913043	-0.528186627717391	-0.442437986630435	-0.419740025869565	0.118723631330435	-0.105395932658696	0.083524227426087	0.0386415950043478	0.185193407430435	-0.147711686695652	0.183768753934783	-0.000374157686956522	0.15682006076087	-0.0922311932217391	0.0939950770826087	-0.118634201391304	-0.417103136978261	-0.30707900281087	0.224114402134783	0.832453878043478	0.240095117065217	0.263895185521739	-0.966757967173913	-0.937462301369565	-0.935475331521739	-0.967315616521739	-0.939049242545652	-0.937715142173913	0.770679835	0.221631711065217	0.264881990434783	0.844623529565217	0.240986698434783	0.246632691076087	0.138404557673913	0.580666775	-0.839818450217391	-0.82982306326087	-0.968372100434783	-0.945863906326087	-0.946602293478261	-0.748850382173913	-0.553881233347826	-0.445692586571522	-0.563614633043478	0.572901088478261	-0.582052890217391	0.591209617826087	-0.481143117847826	0.447243649565217	-0.447185004956522	0.461964580434783	-0.487550462369565	0.493387636695652	-0.498836407304348	0.501293793565217	-0.758316042630435	-0.643651695521739	0.534318769723913	0.0786713761086957	-0.00657516306713044	-0.0106808920069565	-0.985188753695652	-0.980784606086957	-0.985285807173913
"45"	"STANDING"	"8"	0.279620986111111	-0.0148113067148148	-0.106114996837037	-0.988815418148148	-0.938479429074074	-0.926065255185185	-0.990252236851852	-0.938316233148148	-0.920151622407407	-0.930075250925926	-0.536181876481482	-0.783154254444444	0.841091105185185	0.67100199462963	0.815178526259259	-0.955452190740741	-0.999524439444444	-0.996309967222222	-0.973342807222222	-0.992766930185185	-0.950812107222222	-0.913769714259259	-0.588012762703704	-0.489773943418519	-0.382635063944444	0.223072415166667	-0.0946486341574074	0.0564502201388889	0.120490500074074	0.113560933296296	-0.092835470272037	0.173218198277778	0.0198524092513333	0.220747969518519	-0.148519282783333	0.200041163998889	-0.227006304000926	0.0815340303212963	0.0514003347037037	0.308021805018519	0.957669921111111	-0.0904603488214815	-0.0979392024814815	-0.987690217222222	-0.958904114074074	-0.918293913703704	-0.988226458703704	-0.960472712037037	-0.919101183148148	0.886278220185185	-0.103754698288889	-0.0856609333148148	0.972215735185185	-0.0754310953792593	-0.113268447592593	-0.444439056851852	0.884915495555556	-0.984012242407407	-0.944307159074074	-0.98975006	-0.965858613518519	-0.92434450037037	-0.898988501148148	-0.957555905555556	-0.860276506888889	-0.465281178518519	0.48827436	-0.511386984814815	0.534724541111111	-0.482088940333333	0.45076412112963	-0.453322654351852	0.470603702222222	-0.461131372888889	0.469592478203704	-0.477734667296296	0.482981825092593	0.392110780740741	0.272111375081481	0.606261220481481	0.0753739045185185	0.00814951727462963	0.00322153267648148	-0.989198879814815	-0.976442140740741	-0.982610899259259
"46"	"WALKING"	"8"	0.27468631	-0.0186628865310417	-0.107252090833333	-0.173605736002083	0.380782052708333	-0.1420885318125	-0.20725909954375	0.300305775416667	-0.133001121625	0.0215062722708333	0.172359720737708	-0.295656992583333	0.138025851416667	-0.24669352425	0.306305331958333	0.0476653817395833	-0.6529567975	-0.628765166458333	-0.63982865	-0.252908467970833	-0.0598839012604167	-0.191090831375	0.449553413125	0.306133620729167	0.193515975858333	-0.415276699791667	0.304198867458333	-0.158985435610417	0.229913475539583	-0.163852089866667	0.0894461039391667	0.335384227895833	-0.183177519964167	-0.175915796145833	0.191919769041667	0.00822197042708334	-0.147275121791667	-0.1205282756875	-0.194711654295833	0.168123973770833	0.913586347916667	-0.217102194583333	-0.186267836962021	-0.974752050208333	-0.956781505625	-0.956640104791667	-0.97548568375	-0.957402868958333	-0.957709290416667	0.848709585833333	-0.225309986458333	-0.183559911354167	0.924855462083333	-0.199899088333333	-0.19568076785	-0.043838073625	0.771451009166667	-0.91739263625	-0.872479634791667	-0.9771111	-0.96047989	-0.961928041875	-0.655935571895833	-1	-0.975250665625	-0.525564818333333	0.598907456041667	-0.670245649583333	0.739518877916667	-0.0200049603477083	0.0120101583895833	-0.068279934688125	0.148332036839583	-0.282328694354167	0.340980849508958	-0.397518880208333	0.449283648958333	0.165914031145833	-0.120799527145833	-0.15543173314375	0.0703393490833333	-0.00603947514583333	-0.000673798876875	-0.2586886278125	0.233987544458333	-0.383200596479167
"47"	"WALKING_DOWNSTAIRS"	"8"	0.283484089210526	-0.0211058674973684	-0.107598135394737	0.0241393473736842	0.343826273105263	0.1337170395	-0.0663849588421053	0.281074332105263	0.104441772318421	0.372807846578947	0.273645487947368	-0.0535781705263158	-0.0906636641315789	-0.258982906805263	-0.0679813946052632	0.189369043668421	-0.469955246315789	-0.645007873684211	-0.413861743684211	-0.250101247236842	-0.0168393588947368	0.0229826460789474	0.322269204947368	0.273346306184211	0.288406072842105	-0.317208482236842	0.368069261052632	-0.285487031947368	0.235544627902632	-0.145747886725263	0.185792336092105	0.0927277486052632	-0.00683199497368421	-0.101763120088947	0.256095670657895	-0.14524020965	-0.0380775738	-0.277224629736842	-0.305593056121053	0.139198542178947	0.914023498421053	-0.187610243421053	-0.141817934963684	-0.945766561578947	-0.941580934473684	-0.897190012631579	-0.945728949473684	-0.941292762368421	-0.898139803421053	0.858895407894737	-0.192747339736842	-0.127803957115789	0.916652203157895	-0.173623312368421	-0.165905914586842	-0.206253878868421	0.772216689473684	-0.941418553421053	-0.906654128421053	-0.946549551842105	-0.942472448947368	-0.904007925	-0.368558670105263	-1	-0.695539882552632	-0.440394081842105	0.524901655789474	-0.608966599473684	0.692537812631579	-0.1128824241	0.125598460736842	-0.199330706376316	0.295857217947368	-0.179482969525263	0.247240636184211	-0.314705382447368	0.379418612855263	0.386330886236842	0.0204442385263158	-0.103306969952632	0.118938088342105	-0.0380193846210526	-0.0394356157631579	0.250143724521053	0.288140718789474	-0.0135136269
"48"	"WALKING_UPSTAIRS"	"8"	0.258880152048781	-0.0282415136341463	-0.11512211995122	-0.171712174634146	0.348768733170732	0.121187278790244	-0.216100764902439	0.318980589487805	0.123365686465854	-0.0603474218780488	0.203913088095122	-0.109625453180488	0.0855697238439024	-0.164466618170732	0.247622493097561	0.121559152312195	-0.651422823658537	-0.643675416341463	-0.427731899658537	-0.286779364463415	0.0241371047439024	0.0169708125219512	0.438874806097561	0.266059171390244	0.0840244064390244	-0.294685713531707	0.248912298609756	-0.15690467957561	0.141281077790244	-0.202117759268293	0.169690507707317	0.0501621256414634	0.0127214980902439	-0.198436784343902	0.124848813707317	-0.113905859114634	0.153393367195122	-0.211887830609756	-0.185983872390244	0.0607712872804878	0.860368718780488	-0.291341491707317	-0.192306960631707	-0.926673287804878	-0.931032068536585	-0.876168930487805	-0.927339994146341	-0.933761624878049	-0.87830959	0.812424713902439	-0.288347613170732	-0.169953859726829	0.856854192926829	-0.280824027560976	-0.219463361114634	0.0938868951219512	0.640148598292683	-0.853671764390244	-0.843488180487805	-0.932337231463415	-0.941329416585366	-0.88761268804878	-0.118517272226341	-1	-0.774045446585366	-0.632321637073171	0.680439442195122	-0.728202685853659	0.775664738536585	-0.403036314146341	0.398919454146341	-0.43466048902439	0.485552389756098	-0.631548442195122	0.66838795902439	-0.704661695365854	0.737342569512195	0.383808180456098	0.312797472365854	0.0361241692439024	0.0813816809395122	0.014120592097561	-0.0674583919268293	-0.186618895268293	-0.0123501104926829	-0.447518179097561
"49"	"LAYING"	"9"	0.2591955368	-0.020526821662	-0.10754972144	-0.94233309	-0.9162927764	-0.9407072854	-0.94676803	-0.9185151018	-0.9441357138	-0.8874170998	-0.5315438022	-0.7721285042	0.7835273366	0.6503681078	0.8071825094	-0.9296915638	-0.9912436312	-0.9969854562	-0.9957235514	-0.9553824416	-0.9363879146	-0.952220602	-0.16571187738	-0.377707486806	-0.37337981062	-0.186009298552	0.05893914574	0.019860393882	0.06432811704	-0.02896265162	-0.071810197496	0.18417914505	0.039713231604	0.146297745242	-0.025407815818	0.1632805061118	-0.014595478614	-0.099479739646	-0.393128866154	0.17478719393	-0.5802528348	-0.1191541962	0.9578730416	-0.9218210626	-0.9699944882	-0.9712046902	-0.9239076792	-0.9703689336	-0.9727123584	-0.6123395472	-0.1346490934	0.9469567402	-0.5470816026	-0.0996191422	0.9508478186	-0.113796061954	-0.9659073306	-0.8038625418	0.7946377184	-0.9316486466	-0.9713888368	-0.9772629966	-0.69762605798	-0.730048165158	-0.6416543186	-0.72183018	0.7292664472	-0.7364939854	0.743678469	-0.6311552108	0.6088493506	-0.6106311228	0.6228448744	-0.261425685372	0.29946595844	-0.33747197008	0.37299036396	-0.10907899462	-0.43594731936	0.333730747512	0.08807344764	0.011561732718	-0.0070536778584	-0.9647404702	-0.9639966798	-0.958562455
"50"	"SITTING"	"9"	0.24832674354	-0.02701677698	-0.07537846886	-0.9572277914	-0.875141405	-0.83200187268	-0.9616477008	-0.87424253746	-0.82417631484	-0.9118770784	-0.5189840856	-0.69931596932	0.7830224082	0.6321701446	0.7890782684	-0.88840476922	-0.9941343696	-0.9878044726	-0.9359776545	-0.966321735	-0.89030908456	-0.8141925404	-0.4078066568	-0.38770153254	-0.23624681928	-0.039143124872	0.10768987519	-0.025275444639	0.154806067022	-0.0411929099608	-0.04537336696	0.20164468672	0.01379690729	-0.082002268156	-0.001867134444	0.0884910088662	-0.056849358144	-0.08791744434	-0.32332389714	-0.100636305321	0.9163245106	-0.0414258228938	0.085263099144	-0.9552804062	-0.94645197	-0.88585411242	-0.9557381896	-0.948829247	-0.88781941604	0.8577237956	-0.051595203082	0.100739290148	0.9225026374	-0.03105214819	0.058092865578	-0.432211160932	0.79476589038	-0.9619360178	-0.8873583804	-0.9578443036	-0.9555978252	-0.8964114704	-0.84990299956	-0.688306620374	-0.57751196342	-0.455551482802	0.49523338946	-0.5351398362	0.5753406736	-0.6192955834	0.6077369264	-0.6218532656	0.6466321294	-0.6591721318	0.671911893	-0.6842639886	0.6933015304	-0.19699617892	-0.3191470646	-0.09185080816	0.077005006374	0.009817397262	-0.008674672651	-0.9645358564	-0.9567775448	-0.9618894376
"51"	"STANDING"	"9"	0.282310057333333	-0.0200454954022222	-0.0952747481333333	-0.975741252444444	-0.938635759333333	-0.919295805777778	-0.980558838	-0.940488955777778	-0.915416241333333	-0.904517522222222	-0.540206065333333	-0.763253977333333	0.820962860444444	0.659900576222222	0.813150482	-0.945609971111111	-0.999159232	-0.997056425555556	-0.988928992444444	-0.986631775111111	-0.953967065111111	-0.911227601777778	-0.370887145111111	-0.473984515788889	-0.297475987377778	-0.0127935855111111	0.0449727119777778	0.0842017323177778	0.118562131851111	0.0940872818466667	-0.121038671815556	0.235550446088889	-0.0269135758155556	-0.0198676985888889	0.0161538101266667	0.101974812173333	-0.218391888237778	-0.0935411881911111	-0.193221483124444	-0.002906223	0.961323502222222	-0.010383816474	0.00914769235555555	-0.989103160444444	-0.972573867555556	-0.932245295111111	-0.989366848444444	-0.972834007777778	-0.933332048	0.889829702444444	-0.0294217858977778	0.0144807650666667	0.976995479777778	0.00816576986888889	-0.00609679332666667	-0.5297404364	0.894074395111111	-0.996496136666667	-0.958921658222222	-0.989936571333333	-0.973683052	-0.937224414	-0.962524145511111	-0.732521146977778	-0.675374649644444	-0.419084267111111	0.457020185555556	-0.495323916	0.534069391555556	-0.521951580755556	0.492906237933333	-0.495199829422222	0.511149019511111	-0.542931032222222	0.547683782222222	-0.552059178666667	0.553367227333333	-0.488674914244444	0.0777927468	0.0984196948444444	0.0760032053555556	0.0130699796066667	-0.004700785502	-0.969973398888889	-0.963849332888889	-0.970584264666667
"52"	"WALKING"	"9"	0.278502842115385	-0.0180891971284423	-0.110820512307692	-0.238353562692308	-0.201696960826923	-0.0579636469030769	-0.274019834615385	-0.212359889865385	-0.01417928689	-0.106228921811346	-0.0319836744711538	-0.347719583846154	0.225552638269231	0.312681380961538	0.237594908423077	-0.097928392475	-0.7044445825	-0.874143460384615	-0.598564053461539	-0.327800816346154	-0.385318944807692	-0.0171568260153846	0.386924848269231	0.162967734636538	0.283041153653846	-0.434762892115385	0.284997890673077	0.0794751068846154	-0.0348637042961538	-0.125364007644231	0.102007227365385	0.223883566978846	0.0184966692884615	-0.282396446084615	0.235349369438462	-0.0641041002692308	0.00513823717692308	-0.195114126230769	-0.0484480115403846	-0.0466757132692308	0.951867079615385	-0.0314341738730769	-0.115856121080385	-0.980971973653846	-0.971242423076923	-0.955523995576923	-0.981191667692308	-0.9717128725	-0.956694063653846	0.884295870769231	-0.049383207648	-0.112445433396346	0.965118594038462	-0.0130146239615385	-0.124382961640192	-0.524132442884615	0.869734455192308	-0.993437454615385	-0.939317574615385	-0.981714707692308	-0.973577429230769	-0.960206692884615	-0.729468151538462	-0.697117428153846	-0.786508602692308	-0.356502301730769	0.448208466153846	-0.536373620384615	0.620835429807692	-0.0608665200711538	0.101442659646154	-0.208139698480769	0.338310476519231	-0.420923080961538	0.501474467307692	-0.5810116975	0.656558318461538	-0.278448674903846	0.15355297975	-0.176156275096154	0.0704357270480769	0.0212255910017308	0.00414762740192308	-0.206733787961538	-0.276929933846154	-0.409764526153846
"53"	"WALKING_DOWNSTAIRS"	"9"	0.295923445	-0.0203994269075476	-0.0910278793952381	0.213392270547619	-0.208310705504762	-0.00771530035714285	0.118335010390476	-0.241144677030952	-0.0370665930952381	0.556871275714286	-0.00681334826190476	-0.355196187142857	0.0997367965809524	0.245789670547619	0.028194970452381	0.112979739057143	-0.257661884785714	-0.870479396904762	-0.513666015619048	-0.183498240253095	-0.43360038052619	-0.189607548571429	0.15154141122381	0.177969319714286	0.39563725952381	-0.39939454452381	0.219449316357143	-0.0238766843809524	0.177063460233333	-0.0384247676428571	0.108178726859524	-0.0535072519642857	0.295375433	-0.12385522845119	0.101750514107143	-0.0149266098619048	0.099636607282619	-0.0467349956904762	-0.683131650714286	-0.00103673464285714	0.938417773333333	-0.0352304645104762	-0.082276174942619	-0.952141220714286	-0.936306558809524	-0.876641297380952	-0.953754701666667	-0.93777135	-0.877360171190476	0.882236051190476	-0.0433361927857143	-0.063409148952381	0.941581258571429	-0.0272975885619048	-0.110399722878571	-0.643241139047619	0.834620025238095	-0.996028563809524	-0.961279103095238	-0.956302020238095	-0.942092905952381	-0.880319120238095	-0.587290247857143	-0.586875411809524	-0.565291757785714	-0.587665033571429	0.657711224523809	-0.726670172857143	0.794520822857143	-0.342892965	0.340808643571429	-0.383569355	0.443864571428571	-0.469272175714286	0.535640580952381	-0.601976977380952	0.665313227380952	-0.0142493738571429	0.0460311244333333	0.211249326452381	0.130193043809524	-0.0206865965952381	0.00262568854761905	0.017623342197619	-0.3094424725	-0.359513362761905
"54"	"WALKING_UPSTAIRS"	"9"	0.262436475714286	-0.0195101099975714	-0.125219003959184	-0.36144437755102	-0.302206203816327	-0.253434083542857	-0.402154409387755	-0.295573615714286	-0.246610645510204	-0.126788117730612	-0.18674850544898	-0.344108521714286	0.32761270877551	0.314171851020408	0.406603059102041	-0.253594157755102	-0.788678575918367	-0.900901655306122	-0.731676479795918	-0.488128058571429	-0.425852392857143	-0.278252494363265	0.328343920938776	0.180750991381633	0.122764859283673	-0.386987171979592	0.239335904408163	0.0880209024326531	0.0257681925673469	-0.293163189612245	0.137165527357143	0.228179525126531	-0.155663332828571	-0.339890550510204	0.211744794897959	-0.0517615077265306	0.0255515920265306	-0.0882884238702041	-0.0157479345734694	0.102077829702041	0.902647777755102	-0.0377947824285714	-0.266009866857143	-0.954383557142857	-0.901317321632653	-0.89407107877551	-0.954435607755102	-0.904171402653061	-0.895269304081633	0.844820962653061	-0.0358716448367347	-0.247015680816327	0.908893524693878	-0.0408367825714286	-0.288109750816327	-0.104386755734694	0.745693563265306	-0.976345037346939	-0.822959261836735	-0.954881040408163	-0.910861695918367	-0.90087987244898	-0.575712146326531	-0.516855756034694	-1	-0.488769978163265	0.566321934489796	-0.643594463469388	0.720561719591837	-0.578748493061224	0.56412318122449	-0.577428019591837	0.602189738163265	-0.667102172857143	0.705424230204082	-0.743596129591837	0.778465296326531	0.137649291320408	0.510902366142857	0.182263375940816	0.0692266245755102	0.00126612218367347	0.00766046602367347	-0.335291644693878	-0.586147012244898	-0.647296002040816
"55"	"LAYING"	"10"	0.280230574137931	-0.024294484137931	-0.117168642362069	-0.968283685	-0.946454302068966	-0.95947148637931	-0.971360300862069	-0.947498060982759	-0.959314181051724	-0.90538594637931	-0.543414602758621	-0.80279868637931	0.819315516034483	0.664528589310345	0.815019588793103	-0.956061028793103	-0.996530072931034	-0.992708561206897	-0.987558808793103	-0.97712414137931	-0.958601128344828	-0.960443643413793	-0.428352278275862	-0.569606762362069	-0.503718360172414	-0.0241561110482759	0.0219982522931034	0.146688152625862	-0.0840215634603448	0.238567041026724	-0.115937691537931	0.193591561536207	0.0647649155482759	0.300488575431034	-0.097592643387931	0.130757623763793	-0.119934528360345	-0.0911137864215517	-0.130919068544828	0.198550505132759	-0.453069737586207	-0.139297681034483	-0.031121624137931	-0.954531941896552	-0.966701156034483	-0.963045642431035	-0.955430987068966	-0.966755380344828	-0.963181248051724	-0.503595640862069	-0.152875210517241	-0.0299760153448276	-0.415941638448276	-0.119156407241379	-0.035570275	-0.171133100001724	-0.994074362413793	0.335965812241379	-0.319317465	-0.959368739137931	-0.967689058344828	-0.964364281034483	-0.695003860603448	-0.823644203758621	-0.768069073362069	-0.471325881068966	0.491889354051724	-0.512578968362069	0.533507895362069	-0.237594309789655	0.210242213718966	-0.233934792127586	0.278933501	-0.243731035801724	0.261306095793103	-0.278667443534483	0.293544042381034	-0.0922139738793104	-0.335230738517241	0.267568776551724	0.073815064487931	0.015698997097069	0.00716689586275862	-0.978007466724138	-0.966930793448276	-0.976256662586207
